ORIGIN,DEST,CRS_ELAPSED_TIME
SAN,DFW,189.0
SAN,DSM,204.0
SAN,DTW,264.0
SAN,EGE,154.0
SAN,ELP,110.0
SAN,EUG,154.0
SAN,EWR,322.0
SAN,FAT,84.0
SAN,FCA,183.0
SAN,FLL,290.0
SAN,GEG,171.0
SAN,HDN,144.0
SAN,HNL,370.0
SAN,HOU,190.0
SAN,IAD,299.0
SAN,IAH,194.0
SAN,IND,240.0
SAN,JAC,160.0
SAN,JFK,333.0
SAN,KOA,365.0
SAN,LAS,85.0
SAN,LAX,71.0
SAN,LIH,385.5
SAN,MCI,190.0
SAN,MCO,295.0
SAN,MDW,240.0
SAN,MFR,128.0
SAN,MIA,289.0
SAN,MKE,240.0
SAN,MRY,90.0
SAN,MSO,167.0
SAN,MSP,224.0
SAN,MSY,210.0
SAN,OAK,95.0
SAN,OGG,368.0
SAN,OMA,190.0
SAN,ORD,254.0
SAN,PDX,163.0
SAN,PHL,314.0
SAN,PHX,85.0
SAN,PIT,285.0
SAN,PVU,116.0
SAN,RDM,150.0
SAN,RNO,100.0
SAN,SAT,165.0
SAN,SBP,77.0
SAN,SEA,188.0
SAN,SFO,102.0
SAN,SJC,90.0
SAN,SLC,122.0
SAN,SMF,105.0
SAN,STL,215.0
SAN,STS,115.0
SAN,TPA,280.0
SAN,TUS,85.0
SAT,ABQ,105.0
SAT,ATL,141.0
SAT,BNA,135.0
SAT,BOS,249.0
SAT,BUR,197.5
SAT,BWI,200.0
SAT,CLT,170.0
SAT,CMH,170.0
SAT,COS,130.0
SAT,DAL,70.0
SAT,DCA,200.0
SAT,DEN,140.0
SAT,DFW,76.0
SAT,DTW,183.0
SAT,ELP,95.0
SAT,EWR,225.0
SAT,FLL,166.0
SAT,HOU,60.0
SAT,IAD,199.0
SAT,IAH,66.0
SAT,JFK,242.0
SAT,LAS,175.0
SAT,LAX,200.0
SAT,MCI,115.0
SAT,MCO,159.0
SAT,MDW,155.0
SAT,MIA,168.0
SAT,MSP,172.0
SAT,MSY,85.0
SAT,OKC,80.0
SAT,ORD,174.0
SAT,PHL,220.0
SAT,PHX,151.0
SAT,SAN,180.0
SAT,SEA,268.0
SAT,SFO,249.0
SAT,SJU,280.0
SAT,SLC,178.0
SAT,STL,130.0
SAT,TPA,141.0
SAV,ATL,72.0
SAV,ATW,151.0
SAV,AVL,60.0
SAV,BLV,115.0
SAV,BNA,90.0
SAV,BOS,151.0
SAV,BWI,100.0
SAV,CAK,108.0
SAV,CLT,83.0
SAV,CVG,102.0
SAV,DAL,160.0
SAV,DCA,109.0
SAV,DEN,232.0
SAV,DFW,177.0
SAV,DTW,132.0
SAV,EWR,131.0
SAV,FLL,93.0
SAV,GRR,130.0
SAV,HOU,150.0
SAV,IAD,105.0
SAV,IND,111.0
SAV,JFK,129.0
SAV,LCK,99.0
SAV,LGA,130.0
SAV,MDW,135.0
SAV,MIA,93.0
SAV,MSP,183.0
SAV,ORD,156.0
SAV,PGD,92.0
SAV,PHL,122.0
SAV,PIE,84.0
SAV,PIT,106.0
SAV,SDF,96.0
SAV,STL,120.0
SBA,ATL,266.0
SBA,DEN,147.0
SBA,DFW,196.0
SBA,LAS,75.0
SBA,LAX,63.0
SBA,OAK,75.0
SBA,PDX,140.0
SBA,PHX,97.0
SBA,SEA,159.0
SBA,SFO,75.0
SBA,SLC,121.0
SBA,SMF,80.0
SBN,ATL,119.0
SBN,AZA,228.0
SBN,BOI,245.0
SBN,CLT,117.0
SBN,DCA,107.0
SBN,DFW,162.0
SBN,DTW,64.0
SBN,EWR,116.0
SBN,FLL,174.0
SBN,HOU,160.0
SBN,IAD,104.0
SBN,IAH,158.0
SBN,LAS,244.0
SBN,LAX,260.0
SBN,LGA,121.0
SBN,MSP,106.0
SBN,ORD,68.0
SBN,PGD,164.0
SBN,PIE,146.0
SBN,SFB,143.0
SBN,SRQ,150.0
SBN,SYR,107.0
SBN,TYS,80.0
SBP,DEN,156.0
SBP,DFW,203.0
SBP,LAS,89.0
SBP,LAX,77.0
SBP,PDX,130.0
SBP,PHX,103.0
SBP,SAN,74.0
SBP,SEA,152.0
SBP,SFO,72.0
SCC,ANC,104.0
SCE,IAD,67.0
SCE,ORD,126.0
SCK,DEN,144.0
SCK,LAS,81.0
SCK,PHX,107.0
SDF,ATL,89.0
SDF,AUS,160.0
SDF,BNA,55.0
SDF,BOS,146.0
SDF,BWI,95.0
SDF,CLT,95.0
SDF,DAL,130.0
SDF,DCA,103.0
SDF,DEN,180.0
SDF,DFW,146.0
SDF,DTW,86.0
SDF,EWR,134.0
SDF,FLL,151.0
SDF,HOU,150.0
SDF,IAD,98.0
SDF,IAH,154.5
SDF,JFK,143.0
SDF,LAS,250.0
SDF,LAX,275.0
SDF,LGA,132.0
SDF,MCO,125.0
SDF,MDW,75.0
SDF,MIA,157.0
SDF,MSP,133.5
SDF,MYR,87.0
SDF,ORD,98.0
SDF,PGD,135.0
SDF,PHL,120.0
SDF,PHX,240.0
SDF,PIE,121.0
SDF,PIT,75.0
SDF,RDU,84.0
SDF,RSW,135.0
SDF,SAV,93.0
SDF,SFB,118.0
SDF,SFO,312.0
SDF,SLC,235.5
SDF,SRQ,128.0
SDF,TPA,125.0
SDF,VPS,101.0
SEA,ABQ,180.0
SEA,ANC,224.0
SEA,ATL,289.0
SEA,AUS,251.0
SEA,BLI,55.0
SEA,BNA,264.0
SEA,BOI,91.0
SEA,BOS,326.0
SEA,BUR,155.0
SEA,BWI,305.0
SEA,BZN,104.0
SEA,CHS,313.0
SEA,CLE,271.0
SEA,CLT,304.0
SEA,CMH,268.0
SEA,CVG,261.0
SEA,DAL,239.0
SEA,DCA,307.0
SEA,DEN,165.0
SEA,DFW,237.0
SEA,DTW,260.0
SEA,EGE,163.0
SEA,EUG,75.0
SEA,EWR,319.0
SEA,FAI,234.0
SEA,FAT,135.0
SEA,FCA,88.0
SEA,FLL,354.0
SEA,GEG,72.0
SEA,GTF,97.0
SEA,HDN,152.0
SEA,HLN,95.0
SEA,HNL,376.0
SEA,HOU,260.0
SEA,IAD,300.0
SEA,IAH,263.0
SEA,IDA,106.0
SEA,IND,251.0
SEA,JAC,122.0
SEA,JAX,328.0
SEA,JFK,324.0
SEA,JNU,156.0
SEA,KOA,379.0
SEA,KTN,128.0
SEA,LAS,155.0
SEA,LAX,169.0
SEA,LIH,379.0
SEA,LWS,78.0
SEA,MCI,210.0
SEA,MCO,334.0
SEA,MDW,240.0
SEA,MFR,92.0
SEA,MIA,354.0
SEA,MKE,232.0
SEA,MRY,143.0
SEA,MSO,86.0
SEA,MSP,204.0
SEA,MSY,275.0
SEA,OAK,130.0
SEA,OGG,376.0
SEA,OKC,218.0
SEA,OMA,197.0
SEA,ONT,164.0
SEA,ORD,247.0
SEA,PDX,62.0
SEA,PHL,310.0
SEA,PHX,176.0
SEA,PIT,276.0
SEA,PSC,66.0
SEA,PSP,169.0
SEA,RDD,103.0
SEA,RDM,75.0
SEA,RDU,305.0
SEA,RNO,110.0
SEA,RSW,332.0
SEA,SAN,171.0
SEA,SAT,244.0
SEA,SBA,150.0
SEA,SBP,144.0
SEA,SFO,136.0
SEA,SIT,149.0
SEA,SJC,135.0
SEA,SLC,126.0
SEA,SMF,118.0
SEA,SNA,169.0
SEA,STL,235.0
SEA,STS,125.0
SEA,SUN,105.0
SEA,TPA,327.0
SEA,TUS,187.5
SEA,WRG,141.0
SFB,ABE,146.0
SFB,ACY,138.0
SFB,ALB,162.0
SFB,ATW,182.0
SFB,AUS,158.5
SFB,AVL,91.0
SFB,BGR,185.0
SFB,BIS,254.0
SFB,BLV,143.0
SFB,BMI,149.0
SFB,BNA,115.0
SFB,CAE,90.0
SFB,CAK,135.0
SFB,CHA,96.0
SFB,CID,171.0
SFB,CKB,120.0
SFB,CVG,128.0
SFB,DAY,130.0
SFB,DSM,181.0
SFB,ELM,149.0
SFB,EVV,126.0
SFB,EYW,71.0
SFB,FAR,230.0
SFB,FNT,161.0
SFB,FSD,209.0
SFB,FWA,139.0
SFB,GFK,249.0
SFB,GRR,157.0
SFB,GSO,95.0
SFB,GSP,83.0
SFB,HGR,131.0
SFB,HTS,112.0
SFB,IAG,156.0
SFB,ICT,177.0
SFB,IND,137.0
SFB,LCK,129.0
SFB,LEX,117.0
SFB,LIT,132.0
SFB,MDT,137.0
SFB,MEM,124.0
SFB,MFE,185.0
SFB,MLI,163.5
SFB,MOT,261.0
SFB,OKC,164.0
SFB,OMA,190.0
SFB,ORF,110.0
SFB,PBG,175.0
SFB,PIA,155.0
SFB,PIT,132.0
SFB,PSM,166.0
SFB,PVU,294.0
SFB,RAP,248.0
SFB,RFD,165.0
SFB,RIC,112.0
SFB,ROA,109.0
SFB,SBN,150.0
SFB,SDF,128.0
SFB,SGF,158.0
SFB,SHV,133.0
SFB,SWF,161.0
SFB,SYR,158.0
SFB,TOL,144.0
SFB,TRI,100.0
SFB,TUL,167.0
SFB,TVC,174.0
SFB,TYS,97.0
SFB,USA,93.0
SFB,XNA,157.0
SFO,ABQ,155.0
SFO,ACV,81.0
SFO,ANC,293.0
SFO,ASE,147.0
SFO,ATL,281.0
SFO,AUS,215.0
SFO,BFL,79.0
SFO,BIH,76.0
SFO,BNA,264.0
SFO,BOI,106.0
SFO,BOS,343.0
SFO,BUR,83.0
SFO,BWI,317.0
SFO,BZN,139.0
SFO,CLE,285.0
SFO,CLT,304.0
SFO,CMH,283.0
SFO,DCA,314.0
SFO,DEN,159.0
SFO,DFW,214.0
SFO,DTW,270.0
SFO,EGE,161.5
SFO,EUG,98.0
SFO,EWR,335.0
SFO,FAT,70.0
SFO,FCA,150.0
SFO,FLL,329.0
SFO,GEG,134.0
SFO,HDN,153.0
SFO,HNL,336.0
SFO,IAD,310.0
SFO,IAH,234.0
SFO,IND,261.0
SFO,JAC,133.0
SFO,JFK,340.0
SFO,KOA,331.0
SFO,LAS,102.0
SFO,LAX,92.0
SFO,LIH,347.0
SFO,MCI,223.0
SFO,MCO,323.0
SFO,MDW,245.0
SFO,MFR,86.0
SFO,MIA,333.0
SFO,MRY,60.0
SFO,MSN,231.0
SFO,MSO,134.0
SFO,MSP,220.0
SFO,MSY,255.5
SFO,MTJ,142.0
SFO,OGG,330.0
SFO,OMA,210.0
SFO,ONT,88.0
SFO,ORD,262.0
SFO,OTH,104.0
SFO,PDX,110.0
SFO,PHL,324.0
SFO,PHX,122.0
SFO,PIT,292.0
SFO,PSC,122.0
SFO,PSP,99.0
SFO,RDD,70.0
SFO,RDM,100.0
SFO,RDU,311.0
SFO,RNO,70.0
SFO,RSW,314.0
SFO,SAN,99.0
SFO,SAT,216.0
SFO,SBA,77.0
SFO,SBP,73.0
SFO,SDF,267.0
SFO,SEA,137.0
SFO,SLC,115.0
SFO,SMF,56.0
SFO,SNA,98.0
SFO,STL,232.0
SFO,SUN,112.0
SFO,TPA,309.0
SFO,TUS,134.0
SFO,XNA,222.0
SGF,ATL,114.0
SGF,AZA,173.0
SGF,CLT,132.0
SGF,DEN,134.0
SGF,DFW,93.0
SGF,IAH,129.0
SGF,LAS,191.0
SGF,LAX,222.0
SGF,MIA,167.5
SGF,ORD,105.0
SGF,PGD,147.0
SGF,PIE,133.0
SGF,SFB,137.0
SGF,VPS,110.0
SGU,DEN,115.0
SGU,DFW,163.0
SGU,LAX,95.0
SGU,PHX,77.0
SGU,SLC,74.0
SHR,DEN,94.0
SHV,ATL,110.0
SHV,BNA,95.0
SHV,CLT,140.0
SHV,DEN,154.0
SHV,DFW,76.0
SHV,IAH,74.0
SHV,LAS,200.0
SHV,SFB,125.0
SHV,VPS,93.0
SIT,JNU,43.0
SIT,KTN,54.0
SIT,SEA,140.0
SJC,ATL,279.0
SJC,AUS,200.0
SJC,BNA,260.0
SJC,BOI,100.0
SJC,BUR,70.0
SJC,BWI,305.0
SJC,DAL,205.0
SJC,DEN,153.0
SJC,DFW,216.0
SJC,DTW,275.0
SJC,EUG,95.0
SJC,GEG,125.0
SJC,HNL,338.0
SJC,HOU,220.0
SJC,IAH,231.0
SJC,KOA,340.0
SJC,LAS,90.0
SJC,LAX,85.0
SJC,LGB,80.0
SJC,LIH,344.0
SJC,MDW,245.0
SJC,MSP,224.0
SJC,OGG,327.0
SJC,ONT,75.0
SJC,ORD,262.0
SJC,PDX,110.0
SJC,PHX,115.0
SJC,PSP,85.0
SJC,RDM,98.5
SJC,RNO,65.0
SJC,SAN,85.0
SJC,SEA,137.0
SJC,SLC,117.0
SJC,SNA,85.0
SJC,STL,230.0
SJT,DFW,73.0
SJU,ATL,244.0
SJU,AUS,325.0
SJU,BDL,243.0
SJU,BNA,270.0
SJU,BOS,253.0
SJU,BWI,250.0
SJU,CLE,296.0
SJU,CLT,240.0
SJU,DCA,237.0
SJU,DEN,391.0
SJU,DFW,332.0
SJU,DTW,288.0
SJU,EWR,253.0
SJU,FLL,169.0
SJU,HOU,280.0
SJU,HPN,245.0
SJU,IAD,240.0
SJU,IAH,297.0
SJU,JAX,213.0
SJU,JFK,245.0
SJU,LGA,258.0
SJU,MCO,193.0
SJU,MDW,315.0
SJU,MIA,175.0
SJU,MSP,355.0
SJU,MSY,255.0
SJU,ORD,319.0
SJU,PHL,245.0
SJU,PVD,245.0
SJU,RDU,220.0
SJU,SAT,307.0
SJU,STL,305.0
SJU,STT,40.0
SJU,STX,43.0
SJU,TPA,193.0
SLC,ABQ,105.0
SLC,ANC,294.0
SLC,ATL,223.0
SLC,AUS,166.0
SLC,BIL,87.0
SLC,BNA,196.0
SLC,BOI,73.0
SLC,BOS,276.0
SLC,BTM,86.0
SLC,BUR,123.0
SLC,BWI,245.0
SLC,BZN,81.0
SLC,CDC,65.0
SLC,CLE,213.0
SLC,CLT,235.0
SLC,CMH,203.0
SLC,COS,99.0
SLC,CVG,198.0
SLC,DAL,155.0
SLC,DCA,248.0
SLC,DEN,94.0
SLC,DFW,160.0
SLC,DTW,206.0
SLC,EKO,62.0
SLC,EUG,123.0
SLC,EWR,261.0
SLC,FAI,295.0
SLC,FAT,110.0
SLC,FCA,108.0
SLC,FLL,276.0
SLC,GEG,108.0
SLC,GJT,65.0
SLC,GRB,173.0
SLC,GTF,98.0
SLC,HLN,95.0
SLC,HNL,415.0
SLC,HOU,180.0
SLC,IAD,238.0
SLC,IAH,184.0
SLC,IDA,64.0
SLC,IND,188.0
SLC,JAC,67.0
SLC,JFK,271.0
SLC,KOA,413.0
SLC,LAS,90.0
SLC,LAX,125.0
SLC,LBB,125.0
SLC,LGA,266.0
SLC,LGB,120.0
SLC,LIT,178.0
SLC,LWS,101.0
SLC,MCI,144.0
SLC,MCO,260.0
SLC,MDW,185.0
SLC,MEM,177.0
SLC,MFR,118.0
SLC,MIA,277.0
SLC,MKE,177.0
SLC,MSO,97.0
SLC,MSP,154.0
SLC,MSY,199.0
SLC,OAK,120.0
SLC,OGG,411.0
SLC,OKC,143.0
SLC,OMA,141.0
SLC,ONT,111.0
SLC,ORD,195.0
SLC,PDX,121.0
SLC,PHL,252.0
SLC,PHX,104.0
SLC,PIH,58.0
SLC,PIT,221.0
SLC,PSC,107.0
SLC,PSP,113.0
SLC,RDM,113.0
SLC,RDU,242.0
SLC,RNO,94.0
SLC,RSW,261.0
SLC,SAN,116.0
SLC,SAT,164.0
SLC,SBA,128.0
SLC,SDF,194.5
SLC,SEA,139.0
SLC,SFO,133.0
SLC,SGU,72.0
SLC,SJC,120.0
SLC,SMF,105.0
SLC,SNA,117.0
SLC,STL,168.0
SLC,SUN,68.0
SLC,TPA,246.0
SLC,TUL,150.0
SLC,TUS,118.0
SLC,TWF,58.0
SLC,WYS,71.0
SLC,XNA,158.0
SLN,DEN,92.0
SLN,IAH,130.0
SLN,ORD,118.0
SMF,ANC,275.0
SMF,ATL,270.0
SMF,AUS,200.0
SMF,BNA,250.0
SMF,BOI,85.0
SMF,BOS,326.0
SMF,BUR,75.0
SMF,BWI,295.0
SMF,CLT,291.0
SMF,DAL,195.0
SMF,DEN,141.0
SMF,DFW,202.0
SMF,DTW,259.0
SMF,EUG,80.0
SMF,EWR,312.0
SMF,GEG,110.0
SMF,HNL,343.0
SMF,HOU,215.0
SMF,IAD,299.0
SMF,IAH,223.0
SMF,JFK,321.0
SMF,KOA,330.0
SMF,LAS,90.0
SMF,LAX,97.0
SMF,LGB,85.0
SMF,LIH,334.0
SMF,MCI,195.0
SMF,MCO,305.0
SMF,MDW,235.0
SMF,MIA,318.0
SMF,MSP,211.0
SMF,OGG,330.0
SMF,ONT,85.0
SMF,ORD,249.0
SMF,PDX,95.0
SMF,PHX,113.0
SMF,PSP,90.0
SMF,SAN,90.0
SMF,SBA,75.0
SMF,SEA,122.0
SMF,SFO,66.0
SMF,SLC,100.0
SMF,SNA,90.0
SMF,STL,220.0
SMF,TUS,125.0
SMX,LAS,76.0
SMX,PHX,107.0
SNA,ATL,255.0
SNA,AUS,165.0
SNA,BNA,235.0
SNA,BOI,127.0
SNA,CLT,283.0
SNA,COS,148.0
SNA,DAL,175.0
SNA,DEN,140.0
SNA,DFW,184.0
SNA,DSM,198.0
SNA,DTW,258.0
SNA,EUG,140.0
SNA,EWR,312.0
SNA,GEG,146.0
SNA,IAH,193.0
SNA,IDA,130.0
SNA,JFK,329.0
SNA,LAS,74.0
SNA,MFR,123.5
SNA,MSO,146.0
SNA,MSP,220.0
SNA,OAK,85.0
SNA,ORD,250.0
SNA,PDX,150.0
SNA,PHX,80.0
SNA,PVU,102.0
SNA,SEA,177.0
SNA,SFO,94.0
SNA,SJC,80.0
SNA,SLC,115.0
SNA,SMF,90.0
SNA,STS,104.0
SNA,TUS,86.0
SPI,ORD,74.0
SPI,PGD,149.0
SPN,GUM,45.0
SPS,DFW,63.0
SRQ,ABE,160.0
SRQ,ALB,177.0
SRQ,ATL,104.0
SRQ,ATW,189.0
SRQ,AUS,151.0
SRQ,AVL,103.0
SRQ,BLV,145.0
SRQ,BNA,120.0
SRQ,BOS,190.0
SRQ,BUF,165.0
SRQ,BWI,145.0
SRQ,CAK,148.0
SRQ,CID,186.0
SRQ,CLE,164.0
SRQ,CLT,117.0
SRQ,CMH,140.0
SRQ,CVG,138.0
SRQ,DAL,170.0
SRQ,DCA,144.0
SRQ,DEN,250.0
SRQ,DFW,177.0
SRQ,DSM,188.0
SRQ,DTW,168.0
SRQ,ELM,160.0
SRQ,EWR,171.0
SRQ,FNT,175.0
SRQ,FWA,151.0
SRQ,GRR,167.0
SRQ,GSP,99.0
SRQ,HOU,140.0
SRQ,IAD,141.0
SRQ,IAH,167.0
SRQ,IND,145.0
SRQ,JFK,171.0
SRQ,LCK,138.0
SRQ,LEX,126.0
SRQ,LGA,170.0
SRQ,MCI,185.0
SRQ,MCO,55.0
SRQ,MDT,152.0
SRQ,MDW,165.0
SRQ,MIA,62.0
SRQ,MKE,175.0
SRQ,MLI,167.0
SRQ,MSP,215.0
SRQ,OMA,197.0
SRQ,ORD,190.0
SRQ,PBG,192.0
SRQ,PHL,162.0
SRQ,PIA,162.0
SRQ,PIT,145.0
SRQ,PSM,190.0
SRQ,RFD,173.0
SRQ,ROA,126.0
SRQ,SBN,160.0
SRQ,SDF,135.0
SRQ,STL,150.0
SRQ,SYR,174.0
SRQ,TOL,154.0
SRQ,TYS,108.0
STC,AZA,198.0
STC,PGD,208.0
STL,ATL,95.0
STL,AUS,125.0
STL,BNA,70.0
STL,BOS,155.0
STL,BUR,235.0
STL,BWI,120.0
STL,CHS,115.0
STL,CLE,90.0
STL,CLT,115.0
STL,CMH,80.0
STL,DAL,105.0
STL,DCA,120.0
STL,DEN,145.0
STL,DFW,118.0
STL,DSM,70.0
STL,DTW,92.0
STL,ECP,105.0
STL,EWR,155.0
STL,FLL,160.0
STL,HOU,130.0
STL,IAD,132.0
STL,IAH,138.5
STL,ICT,85.0
STL,JAX,115.0
STL,LAS,215.0
STL,LAX,245.0
STL,LGA,145.0
STL,LGB,240.0
STL,LIT,70.0
STL,MCI,65.0
STL,MCO,140.0
STL,MDW,70.0
STL,MGM,98.0
STL,MIA,165.0
STL,MKE,75.0
STL,MSP,96.0
STL,MSY,105.0
STL,MYR,115.0
STL,OAK,270.0
STL,OKC,90.0
STL,OMA,75.0
STL,ORD,85.0
STL,ORF,125.0
STL,PBI,155.0
STL,PDX,250.0
STL,PHL,130.0
STL,PHX,205.0
STL,PIT,95.0
STL,PNS,105.0
STL,RDU,110.0
STL,RSW,145.0
STL,SAN,235.0
STL,SAT,135.0
STL,SAV,110.0
STL,SEA,269.0
STL,SFO,265.0
STL,SJC,255.0
STL,SJU,260.0
STL,SLC,194.0
STL,SMF,255.0
STL,SRQ,140.0
STL,TPA,135.0
STL,TUL,80.0
STL,VPS,110.0
STS,BUR,88.0
STS,DFW,215.0
STS,LAS,99.0
STS,LAX,100.0
STS,PDX,102.0
STS,PHX,125.0
STS,PSP,110.0
STS,SAN,103.0
STS,SEA,126.0
STS,SNA,100.0
STT,ATL,247.0
STT,BOS,262.0
STT,CLT,251.0
STT,DFW,325.0
STT,EWR,273.0
STT,FLL,180.0
STT,IAD,259.0
STT,IAH,306.0
STT,JFK,265.0
STT,MCO,214.0
STT,MIA,188.0
STT,ORD,335.0
STT,PHL,260.0
STT,SJU,47.0
STX,ATL,258.0
STX,CLT,255.0
STX,FLL,184.0
STX,MIA,185.0
STX,ORD,336.0
STX,SJU,49.0
SUN,DEN,122.0
SUN,LAX,153.0
SUN,ORD,213.0
SUN,PHX,143.0
SUN,SEA,120.0
SUN,SFO,137.0
SUN,SLC,66.0
SUX,DEN,108.0
SUX,ORD,107.0
SWF,FLL,205.0
SWF,MYR,121.0
SWF,PGD,189.0
SWF,PIE,180.0
SWF,SFB,167.0
SWO,DFW,75.0
SYR,ATL,147.0
SYR,BNA,134.0
SYR,BOS,70.0
SYR,CLT,129.0
SYR,DCA,89.0
SYR,DEN,238.0
SYR,DFW,226.0
SYR,DTW,92.0
SYR,EWR,86.0
SYR,FLL,194.0
SYR,IAD,91.0
SYR,JFK,76.0
SYR,LGA,77.0
SYR,MCO,179.0
SYR,MIA,213.0
SYR,MSP,175.0
SYR,MYR,116.0
SYR,ORD,136.0
SYR,PGD,183.0
SYR,PHL,73.0
SYR,PIE,177.0
SYR,RDU,110.0
SYR,SBN,117.0
SYR,SFB,166.0
SYR,SRQ,186.0
TLH,ATL,74.0
TLH,BHM,76.0
TLH,CLT,98.0
TLH,DCA,133.0
TLH,DFW,153.5
TLH,GSP,85.0
TLH,MIA,83.0
TOL,AZA,244.0
TOL,PGD,162.0
TOL,PIE,145.0
TOL,SFB,139.0
TOL,SRQ,150.0
TPA,ACY,145.0
TPA,ALB,170.0
TPA,ATL,96.0
TPA,AUS,160.0
TPA,BDL,170.0
TPA,BHM,90.0
TPA,BNA,115.0
TPA,BOS,186.0
TPA,BTV,195.0
TPA,BUF,160.0
TPA,BWI,140.0
TPA,CLE,159.0
TPA,CLT,110.0
TPA,CMH,135.0
TPA,CVG,137.0
TPA,DAL,160.0
TPA,DCA,138.0
TPA,DEN,245.0
TPA,DFW,177.0
TPA,DTW,164.0
TPA,EWR,166.0
TPA,FLL,66.0
TPA,GRR,178.0
TPA,HOU,145.0
TPA,HPN,171.0
TPA,IAD,139.0
TPA,IAH,153.0
TPA,IND,140.0
TPA,ISP,164.5
TPA,JFK,166.0
TPA,LAS,299.5
TPA,LAX,327.0
TPA,LGA,162.0
TPA,MCI,175.0
TPA,MDW,165.0
TPA,MEM,120.0
TPA,MHT,180.0
TPA,MIA,69.0
TPA,MKE,170.0
TPA,MSP,206.0
TPA,MSY,105.0
TPA,OMA,190.0
TPA,ORD,183.0
TPA,PDX,372.5
TPA,PHL,156.0
TPA,PHX,280.0
TPA,PIT,140.0
TPA,PVD,175.0
TPA,PWM,198.0
TPA,RDU,110.0
TPA,ROC,165.0
TPA,SAN,314.0
TPA,SAT,170.0
TPA,SDF,130.0
TPA,SEA,375.0
TPA,SFO,353.0
TPA,SJU,176.0
TPA,SLC,286.0
TPA,STL,150.0
TPA,TTN,161.0
TRI,ATL,75.0
TRI,CLT,71.0
TRI,DFW,163.0
TRI,PIE,99.0
TRI,SFB,93.0
TTN,ATL,143.0
TTN,MCO,168.0
TTN,MYR,105.0
TTN,PBI,179.0
TTN,RSW,188.0
TTN,TPA,170.0
TUL,ATL,120.0
TUL,AUS,90.0
TUL,BNA,95.0
TUL,CLT,146.0
TUL,DAL,65.0
TUL,DCA,165.0
TUL,DEN,115.0
TUL,DFW,81.0
TUL,HOU,95.0
TUL,IAH,105.0
TUL,LAS,175.0
TUL,LAX,209.0
TUL,LGA,190.0
TUL,MCO,155.0
TUL,MDW,105.0
TUL,MIA,180.0
TUL,ORD,124.0
TUL,PHX,163.0
TUL,PIE,141.0
TUL,SFB,146.0
TUL,SLC,170.0
TUL,STL,75.0
TUL,VPS,114.0
TUS,ATL,210.0
TUS,DAL,130.0
TUS,DEN,116.0
TUS,DFW,136.0
TUS,HOU,140.0
TUS,IAH,145.0
TUS,LAS,85.0
TUS,LAX,106.0
TUS,MDW,195.0
TUS,MSP,192.0
TUS,ORD,212.0
TUS,PDX,199.0
TUS,PHX,58.0
TUS,SAN,80.0
TUS,SEA,205.0
TUS,SFO,147.0
TUS,SLC,120.0
TUS,SMF,136.0
TUS,SNA,102.0
TVC,ATL,138.0
TVC,AZA,242.0
TVC,BOS,133.0
TVC,CLT,135.0
TVC,DCA,112.0
TVC,DEN,176.0
TVC,DFW,173.0
TVC,DTW,68.0
TVC,FLL,220.0
TVC,IAD,104.0
TVC,IAH,210.0
TVC,LGA,129.0
TVC,MSP,90.0
TVC,ORD,84.0
TVC,PGD,195.0
TVC,PHL,115.0
TVC,PIE,175.0
TVC,SFB,176.0
TWF,SLC,60.0
TXK,DFW,73.0
TYR,DFW,63.0
TYS,ATL,65.0
TYS,AUS,152.0
TYS,BHM,61.0
TYS,BLV,77.0
TYS,BOS,134.0
TYS,CLT,78.0
TYS,DCA,98.0
TYS,DEN,207.0
TYS,DFW,152.0
TYS,EWR,110.0
TYS,EYW,131.0
TYS,FLL,123.0
TYS,GUF,94.0
TYS,HOU,138.0
TYS,IAD,98.0
TYS,JAX,78.0
TYS,LAS,264.0
TYS,LGA,122.0
TYS,MCO,101.0
TYS,MDW,93.0
TYS,MEM,84.0
TYS,MIA,130.0
TYS,MSP,138.5
TYS,OKC,142.0
TYS,ORD,122.0
TYS,PGD,112.0
TYS,PHL,115.0
TYS,PHX,245.0
TYS,PIE,101.0
TYS,SBN,83.0
TYS,SFB,95.0
TYS,SRQ,105.0
TYS,VPS,81.0
USA,FLL,117.0
USA,PGD,111.0
USA,PIE,101.0
USA,SFB,89.0
VCT,IAH,55.0
VPS,ATL,76.0
VPS,AVL,90.0
VPS,BLV,106.0
VPS,BNA,90.0
VPS,BOS,181.0
VPS,BWI,135.0
VPS,CAK,131.0
VPS,CKB,119.0
VPS,CLT,107.0
VPS,CVG,113.0
VPS,DAL,125.0
VPS,DCA,137.0
VPS,DFW,139.0
VPS,DSM,141.5
VPS,DTW,152.0
VPS,EVV,100.0
VPS,EWR,155.0
VPS,FNT,150.0
VPS,GRR,135.0
VPS,HOU,110.0
VPS,HTS,103.0
VPS,IAD,140.5
VPS,ICT,136.0
VPS,IND,113.0
VPS,LAS,268.0
VPS,LCK,118.0
VPS,LEX,99.0
VPS,LIT,90.0
VPS,MCI,135.0
VPS,MDW,139.0
VPS,MEM,86.0
VPS,MIA,105.0
VPS,MSP,178.0
VPS,OKC,132.0
VPS,OMA,155.0
VPS,ORD,159.0
VPS,PHL,158.0
VPS,PIA,127.0
VPS,PIT,128.0
VPS,SDF,102.0
VPS,SGF,114.0
VPS,SHV,93.0
VPS,STL,115.0
VPS,TUL,119.0
VPS,TYS,81.0
