ORIGIN,DEST,CRS_ELAPSED_TIME
OAK,RNO,60.0
OAK,SAN,90.0
OAK,SBA,70.0
OAK,SEA,127.0
OAK,SLC,110.0
OAK,SNA,90.0
OAK,STL,225.0
OGG,ANC,363.0
OGG,ATL,504.0
OGG,DEN,386.0
OGG,DFW,422.0
OGG,EWR,579.0
OGG,HNL,43.0
OGG,ITO,38.0
OGG,KOA,36.0
OGG,LAS,335.0
OGG,LAX,320.0
OGG,LGB,306.0
OGG,LIH,51.0
OGG,OAK,304.0
OGG,ORD,476.0
OGG,PDX,325.0
OGG,PHX,345.0
OGG,SAN,320.0
OGG,SEA,342.0
OGG,SFO,303.0
OGG,SJC,300.0
OGG,SLC,358.0
OGG,SMF,302.0
OKC,ATL,128.0
OKC,AUS,80.0
OKC,BHM,100.0
OKC,BNA,105.0
OKC,CLT,155.0
OKC,DCA,170.0
OKC,DEN,110.0
OKC,DFW,67.0
OKC,DTW,146.0
OKC,EUG,220.0
OKC,HOU,85.0
OKC,IAH,97.0
OKC,LAS,160.0
OKC,LAX,199.0
OKC,LGA,202.0
OKC,MCO,160.0
OKC,MDW,115.0
OKC,MIA,182.0
OKC,MSP,131.0
OKC,MSY,100.0
OKC,ORD,135.0
OKC,PHX,150.0
OKC,SAT,85.0
OKC,SEA,238.0
OKC,SFB,155.0
OKC,SLC,160.0
OKC,STL,85.0
OKC,TYS,121.0
OKC,VPS,123.0
OMA,ATL,137.0
OMA,AUS,135.0
OMA,AZA,165.0
OMA,BNA,105.0
OMA,BOS,184.0
OMA,CLT,155.0
OMA,DAL,110.0
OMA,DCA,150.0
OMA,DEN,105.0
OMA,DFW,120.0
OMA,DTW,121.0
OMA,EWR,172.0
OMA,FLL,195.0
OMA,HOU,140.0
OMA,IAH,147.0
OMA,LAS,175.0
OMA,LAX,223.0
OMA,LGA,177.0
OMA,MCO,180.0
OMA,MDW,85.0
OMA,MIA,209.0
OMA,MSP,83.0
OMA,ORD,105.0
OMA,PGD,185.0
OMA,PHL,167.0
OMA,PHX,170.0
OMA,PIE,166.0
OMA,SAN,205.0
OMA,SEA,221.0
OMA,SFB,169.0
OMA,SFO,239.0
OMA,SLC,163.0
OMA,SRQ,175.0
OMA,STL,75.0
OMA,TPA,165.0
OMA,VPS,143.0
OME,ANC,92.0
ONT,ATL,250.0
ONT,AUS,165.0
ONT,BNA,230.0
ONT,BWI,290.0
ONT,CLT,272.0
ONT,DAL,170.0
ONT,DEN,135.0
ONT,DFW,181.0
ONT,HNL,363.0
ONT,HOU,180.0
ONT,IAH,190.0
ONT,JFK,322.0
ONT,LAS,65.0
ONT,MDW,230.0
ONT,OAK,80.0
ONT,ORD,243.0
ONT,PDX,146.0
ONT,PHX,77.0
ONT,SEA,170.0
ONT,SFO,88.0
ONT,SJC,75.0
ONT,SLC,109.0
ONT,SMF,85.0
ORD,ABE,133.0
ORD,ABQ,198.0
ORD,ACK,174.0
ORD,AGS,136.0
ORD,ALB,132.0
ORD,ALO,77.0
ORD,ANC,405.0
ORD,ASE,197.0
ORD,ATL,126.0
ORD,ATW,71.0
ORD,AUS,174.0
ORD,AVL,114.0
ORD,AVP,119.0
ORD,AZO,59.0
ORD,BDL,138.0
ORD,BGR,162.0
ORD,BHM,123.0
ORD,BIL,194.0
ORD,BIS,153.0
ORD,BMI,60.0
ORD,BNA,102.0
ORD,BOI,247.0
ORD,BOS,148.0
ORD,BTV,137.0
ORD,BUF,102.0
ORD,BWI,120.0
ORD,BZN,207.0
ORD,CAE,132.0
ORD,CAK,96.0
ORD,CHA,113.0
ORD,CHO,124.0
ORD,CHS,141.0
ORD,CID,75.0
ORD,CIU,89.0
ORD,CLE,85.0
ORD,CLT,126.0
ORD,CMH,88.0
ORD,CMI,64.0
ORD,CMX,97.0
ORD,COS,184.0
ORD,COU,89.0
ORD,CRW,104.0
ORD,CVG,85.0
ORD,CWA,74.0
ORD,DAL,150.0
ORD,DAY,81.0
ORD,DCA,118.0
ORD,DEC,65.0
ORD,DEN,170.0
ORD,DFW,160.0
ORD,DLH,105.0
ORD,DSM,89.0
ORD,DTW,88.0
ORD,EAU,84.0
ORD,ECP,148.0
ORD,EGE,185.0
ORD,ELP,219.0
ORD,EVV,80.0
ORD,EWR,137.0
ORD,EYW,199.0
ORD,FAI,395.0
ORD,FAR,128.0
ORD,FAT,273.0
ORD,FCA,230.0
ORD,FLL,190.0
ORD,FNT,76.0
ORD,FOD,94.0
ORD,FSD,112.0
ORD,FWA,72.0
ORD,GEG,252.0
ORD,GRB,71.0
ORD,GRR,66.0
ORD,GSO,121.0
ORD,GSP,118.0
ORD,GTF,224.0
ORD,GUC,191.0
ORD,HDN,188.0
ORD,HHH,144.0
ORD,HNL,553.0
ORD,HPN,134.0
ORD,HRL,232.0
ORD,HSV,113.0
ORD,HYA,165.0
ORD,IAD,119.0
ORD,IAH,176.0
ORD,ICT,128.0
ORD,IDA,214.0
ORD,ILM,136.0
ORD,IND,73.0
ORD,JAC,195.0
ORD,JAX,152.0
ORD,JFK,142.0
ORD,JLN,113.0
ORD,JST,110.0
ORD,KOA,550.0
ORD,LAF,58.0
ORD,LAN,69.0
ORD,LAS,245.0
ORD,LAX,274.0
ORD,LEX,91.0
ORD,LGA,135.0
ORD,LIT,120.0
ORD,LNK,116.0
ORD,LSE,78.0
ORD,MBS,78.0
ORD,MCI,102.0
ORD,MCO,170.0
ORD,MCW,90.0
ORD,MDT,117.0
ORD,MEM,116.0
ORD,MGW,105.0
ORD,MHK,113.0
ORD,MHT,141.0
ORD,MIA,194.0
ORD,MKE,60.0
ORD,MLI,70.0
ORD,MQT,86.0
ORD,MSN,65.0
ORD,MSO,228.0
ORD,MSP,96.0
ORD,MSY,151.0
ORD,MTJ,224.0
ORD,MVY,154.0
ORD,MYR,135.0
ORD,OGG,556.0
ORD,OKC,147.0
ORD,OMA,101.0
ORD,ONT,271.0
ORD,ORF,138.0
ORD,PBI,185.0
ORD,PDX,273.0
ORD,PHL,126.0
ORD,PHX,238.0
ORD,PIA,68.0
ORD,PIT,98.0
ORD,PLN,83.0
ORD,PNS,147.0
ORD,PSP,267.0
ORD,PVD,145.5
ORD,PWM,152.0
ORD,RAP,151.0
ORD,RDU,127.0
ORD,RHI,82.0
ORD,RIC,130.0
ORD,RNO,267.0
ORD,ROA,121.0
ORD,ROC,108.0
ORD,RST,84.0
ORD,RSW,182.0
ORD,SAF,206.0
ORD,SAN,267.0
ORD,SAT,185.0
ORD,SAV,144.0
ORD,SBN,61.0
ORD,SCE,115.0
ORD,SDF,91.0
ORD,SEA,280.0
ORD,SFO,290.0
ORD,SGF,108.0
ORD,SJC,291.0
ORD,SJU,281.0
ORD,SLC,216.0
ORD,SLN,125.0
ORD,SMF,281.0
ORD,SNA,274.0
ORD,SPI,64.0
ORD,SRQ,176.0
ORD,STL,84.0
ORD,STT,290.0
ORD,STX,298.5
ORD,SUN,244.0
ORD,SUX,110.0
ORD,SYR,116.0
ORD,TPA,169.0
ORD,TUL,127.0
ORD,TUS,241.0
ORD,TVC,77.0
ORD,TYS,106.0
ORD,VPS,146.0
ORD,XNA,117.0
ORF,ATL,117.0
ORF,BNA,120.0
ORF,BOS,102.0
ORF,BWI,60.0
ORF,CLT,90.0
ORF,CVG,99.0
ORF,DAL,195.0
ORF,DCA,67.0
ORF,DEN,245.0
ORF,DFW,211.0
ORF,DTW,119.0
ORF,EWR,95.0
ORF,FLL,145.0
ORF,IAD,66.0
ORF,IAH,221.0
ORF,JAX,105.0
ORF,JFK,86.0
ORF,LGA,89.0
ORF,MCO,130.0
ORF,MDW,130.0
ORF,MIA,146.0
ORF,MSP,195.0
ORF,ORD,150.0
ORF,PHL,72.0
ORF,PIE,129.0
ORF,SFB,115.0
ORF,STL,140.0
ORH,FLL,200.0
ORH,JFK,75.0
ORH,MCO,189.0
ORH,RSW,200.0
OTH,DEN,175.0
OTH,SFO,94.0
OTZ,ANC,91.0
PAE,DEN,166.0
PAE,HNL,394.0
PAE,LAS,153.0
PAE,PHX,173.0
PBG,FLL,212.0
PBG,MYR,140.0
PBG,PGD,218.0
PBG,PIE,201.0
PBG,SFB,189.0
PBG,SRQ,210.0
PBI,ACY,151.0
PBI,ATL,114.0
PBI,AVL,114.0
PBI,BDL,175.0
PBI,BNA,137.5
PBI,BOS,190.0
PBI,BUF,173.0
PBI,BWI,145.0
PBI,CLE,172.0
PBI,CLT,122.0
PBI,CVG,155.0
PBI,DCA,145.0
PBI,DEN,279.0
PBI,DFW,200.0
PBI,DTW,178.0
PBI,EWR,175.0
PBI,GRR,185.0
PBI,HPN,173.0
PBI,IAD,145.0
PBI,IAH,181.0
PBI,IND,166.0
PBI,ISP,161.0
PBI,JFK,169.0
PBI,LAX,353.0
PBI,LGA,170.0
PBI,MCO,65.0
PBI,MSP,237.0
PBI,ORD,202.0
PBI,PHL,161.0
PBI,PIT,155.0
PBI,PVD,173.0
PBI,STL,180.0
PBI,TTN,176.0
PDX,ABQ,160.0
PDX,ANC,231.0
PDX,ATL,279.0
PDX,ATW,217.0
PDX,AUS,241.0
PDX,AZA,161.0
PDX,BNA,259.0
PDX,BOI,75.0
PDX,BOS,325.0
PDX,BUR,139.0
PDX,BWI,300.0
PDX,BZN,102.0
PDX,CID,208.0
PDX,CLT,295.0
PDX,CVG,247.0
PDX,DAL,215.0
PDX,DCA,302.0
PDX,DEN,153.0
PDX,DFW,226.0
PDX,DSM,204.0
PDX,DTW,252.0
PDX,EUG,52.0
PDX,EWR,317.0
PDX,FAT,117.0
PDX,FCA,88.0
PDX,FLL,351.0
PDX,FNT,243.0
PDX,GEG,69.0
PDX,GRR,235.0
PDX,HNL,360.0
PDX,IAD,298.0
PDX,IAH,252.0
PDX,IDA,98.0
PDX,IND,242.0
PDX,JFK,325.0
PDX,KOA,368.0
PDX,LAS,133.0
PDX,LAX,148.0
PDX,LIH,378.0
PDX,MCI,204.0
PDX,MCO,330.0
PDX,MDW,235.0
PDX,MFR,62.0
PDX,MIA,343.0
PDX,MSP,198.0
PDX,MSY,265.0
PDX,OAK,105.0
PDX,OGG,360.0
PDX,ONT,141.0
PDX,ORD,245.0
PDX,PHL,303.0
PDX,PHX,155.0
PDX,PSP,148.0
PDX,PVU,109.0
PDX,RDM,51.0
PDX,RNO,93.0
PDX,SAN,152.0
PDX,SBA,131.0
PDX,SBP,129.0
PDX,SEA,66.0
PDX,SFO,113.0
PDX,SJC,109.0
PDX,SLC,113.0
PDX,SMF,90.0
PDX,SNA,149.0
PDX,STL,220.0
PDX,STS,103.0
PDX,TPA,321.5
PDX,TUS,171.0
PGD,ABE,160.0
PGD,ALB,174.0
PGD,ATW,192.0
PGD,AVL,105.0
PGD,BGR,201.0
PGD,BLV,148.0
PGD,BNA,123.0
PGD,CAK,149.0
PGD,CHA,110.0
PGD,CID,183.0
PGD,CVG,142.0
PGD,DAY,145.0
PGD,DSM,192.0
PGD,ELM,167.0
PGD,FNT,176.0
PGD,FSD,226.0
PGD,FWA,156.0
PGD,GRR,173.0
PGD,HTS,123.0
PGD,IAD,145.0
PGD,IAG,170.0
PGD,IND,146.0
PGD,LCK,140.0
PGD,LEX,130.0
PGD,MCI,183.0
PGD,MDT,151.0
PGD,MDW,173.0
PGD,MLI,173.0
PGD,MSP,221.0
PGD,MSY,110.0
PGD,OMA,207.0
PGD,PBG,197.5
PGD,PIA,164.0
PGD,PIT,147.0
PGD,PSM,183.0
PGD,PVD,174.0
PGD,RFD,176.0
PGD,RIC,133.0
PGD,ROC,170.0
PGD,SAV,90.0
PGD,SBN,163.0
PGD,SDF,135.0
PGD,SGF,161.0
PGD,SPI,159.0
PGD,STC,225.0
PGD,SWF,174.0
PGD,SYR,175.0
PGD,TOL,158.0
PGD,TVC,186.0
PGD,TYS,108.0
PGD,USA,108.0
PHF,CLT,97.0
PHL,ABQ,282.5
PHL,ACK,84.0
PHL,AGS,121.0
PHL,ATL,137.0
PHL,AUS,239.0
PHL,AVL,104.0
PHL,BDL,71.0
PHL,BGR,104.0
PHL,BHM,151.0
PHL,BNA,135.0
PHL,BOS,85.0
PHL,BTV,88.0
PHL,BUF,86.0
PHL,CHS,117.0
PHL,CID,173.0
PHL,CLE,97.0
PHL,CLT,112.0
PHL,CMH,103.0
PHL,CVG,118.0
PHL,DAL,205.0
PHL,DAY,112.0
PHL,DCA,67.5
PHL,DEN,255.0
PHL,DFW,226.0
PHL,DSM,176.0
PHL,DTW,109.0
PHL,ECP,155.0
PHL,EYW,199.0
PHL,FLL,173.0
PHL,GRB,152.0
PHL,GRR,127.0
PHL,GSO,97.0
PHL,GSP,114.0
PHL,HHH,126.0
PHL,HYA,83.0
PHL,IAD,67.0
PHL,IAH,226.0
PHL,ILM,99.0
PHL,IND,125.0
PHL,JAX,140.0
PHL,LAS,329.0
PHL,LAX,353.0
PHL,LEX,115.0
PHL,LGA,61.0
PHL,MCI,187.0
PHL,MCO,161.0
PHL,MDT,58.0
PHL,MDW,130.0
PHL,MEM,167.0
PHL,MHT,93.0
PHL,MIA,177.0
PHL,MKE,138.0
PHL,MSN,150.0
PHL,MSP,178.0
PHL,MSY,188.0
PHL,MVY,82.0
PHL,MYR,105.0
PHL,OMA,194.0
PHL,ORD,148.0
PHL,ORF,72.0
PHL,PBI,168.0
PHL,PDX,364.0
PHL,PHX,315.0
PHL,PIT,81.0
PHL,PNS,169.0
PHL,PVD,73.0
PHL,PWM,89.0
PHL,RDU,91.0
PHL,RIC,67.0
PHL,RSW,178.0
PHL,SAN,349.0
PHL,SAT,243.0
PHL,SAV,127.0
PHL,SDF,136.0
PHL,SEA,365.0
PHL,SFO,375.0
PHL,SJU,231.0
PHL,SLC,298.0
PHL,SRQ,176.0
PHL,STL,150.0
PHL,STT,235.0
PHL,SYR,77.0
PHL,TPA,166.0
PHL,TVC,130.0
PHL,TYS,125.0
PHL,VPS,164.0
PHL,XNA,191.0
PHX,ABQ,70.0
PHX,AGS,243.0
PHX,ANC,360.0
PHX,ASE,136.5
PHX,ATL,215.0
PHX,ATW,211.5
PHX,AUS,135.0
PHX,AVL,215.0
PHX,BFL,93.0
PHX,BHM,195.0
PHX,BIL,149.0
PHX,BNA,196.0
PHX,BOI,132.0
PHX,BOS,295.0
PHX,BUF,240.0
PHX,BUR,90.0
PHX,BWI,255.0
PHX,CID,188.0
PHX,CLD,81.0
PHX,CLE,230.0
PHX,CLT,242.0
PHX,CMH,221.0
PHX,COS,100.0
PHX,CVG,216.0
PHX,DAL,140.0
PHX,DCA,255.0
PHX,DEN,111.0
PHX,DFW,146.0
PHX,DRO,85.0
PHX,DSM,170.0
PHX,DTW,226.0
PHX,EGE,120.0
PHX,ELP,75.0
PHX,EUG,161.0
PHX,EWR,284.0
PHX,FAR,186.0
PHX,FAT,106.0
PHX,FLG,56.0
PHX,FLL,250.0
PHX,FSD,180.0
PHX,GEG,164.0
PHX,GJT,93.0
PHX,GRB,222.0
PHX,GRR,211.0
PHX,HNL,405.0
PHX,HOU,145.0
PHX,IAD,255.0
PHX,IAH,158.0
PHX,ICT,138.0
PHX,IDA,127.0
PHX,IND,200.0
PHX,JAX,235.0
PHX,JFK,290.0
PHX,KOA,394.0
PHX,LAS,70.0
PHX,LAX,91.0
PHX,LBB,107.0
PHX,LGB,80.0
PHX,LIH,408.0
PHX,LIT,172.0
PHX,MAF,105.0
PHX,MCI,150.0
PHX,MCO,245.0
PHX,MDT,255.0
PHX,MDW,198.0
PHX,MEM,180.0
PHX,MFR,155.0
PHX,MIA,256.0
PHX,MKE,200.0
PHX,MRY,120.0
PHX,MSN,199.0
PHX,MSP,185.0
PHX,MSY,175.0
PHX,OAK,120.0
PHX,OGG,391.0
PHX,OKC,130.0
PHX,OMA,150.0
PHX,ONT,75.0
PHX,ORD,212.0
PHX,PAE,190.0
PHX,PDX,167.0
PHX,PHL,270.0
PHX,PIT,235.0
PHX,PSC,172.0
PHX,PSP,72.0
PHX,PVU,106.0
PHX,RDM,154.0
PHX,RDU,245.0
PHX,RNO,113.0
PHX,RSW,258.0
PHX,SAF,85.0
PHX,SAN,75.0
PHX,SAT,127.0
PHX,SBA,95.0
PHX,SBP,105.0
PHX,SCK,109.0
PHX,SDF,195.0
PHX,SEA,192.0
PHX,SFO,128.0
PHX,SGU,83.0
PHX,SJC,119.0
PHX,SLC,100.0
PHX,SMF,123.0
PHX,SMX,116.0
PHX,SNA,81.0
PHX,STL,175.0
PHX,STS,135.0
PHX,SUN,141.0
PHX,TPA,235.0
PHX,TUL,142.0
PHX,TUS,53.0
PHX,TYS,207.0
PHX,XNA,159.0
PHX,YUM,61.0
PIA,AZA,203.0
PIA,BNA,75.0
PIA,CLT,126.0
PIA,DEN,150.5
PIA,DFW,142.0
PIA,FLL,171.0
PIA,LAS,218.0
PIA,ORD,69.0
PIA,PGD,159.0
PIA,PIE,141.0
PIA,SFB,142.0
PIA,SRQ,148.0
PIA,VPS,121.0
PIB,IAH,98.0
PIE,ABE,153.0
PIE,ALB,169.0
PIE,ATW,180.0
PIE,AVL,96.0
PIE,BGR,193.0
PIE,BIS,261.0
PIE,BLV,137.0
PIE,BMI,151.0
PIE,BNA,116.0
PIE,CAK,140.0
PIE,CHA,94.0
PIE,CID,171.0
PIE,CKB,126.0
PIE,COS,245.0
PIE,CVG,132.0
PIE,DAY,134.0
PIE,DSM,175.0
PIE,ELM,153.0
PIE,EVV,130.0
PIE,EYW,63.0
PIE,FAR,231.0
PIE,FNT,164.0
PIE,FSD,205.0
PIE,FWA,143.0
PIE,GRR,158.0
PIE,GSO,104.0
PIE,GSP,88.0
PIE,HGR,136.0
PIE,HTS,116.0
PIE,IAG,161.0
PIE,ICT,170.0
PIE,IND,136.0
PIE,LCK,131.0
PIE,LEX,119.0
PIE,LIT,124.0
PIE,MCI,172.0
PIE,MDT,141.0
PIE,MEM,118.5
PIE,MFE,175.0
PIE,MLI,160.0
PIE,OMA,185.0
PIE,ORF,122.0
PIE,PBG,181.0
PIE,PIA,151.0
PIE,PIT,138.0
PIE,PSM,182.0
PIE,RFD,163.0
PIE,RIC,119.5
PIE,ROA,115.0
PIE,SAV,83.0
PIE,SBN,151.0
PIE,SDF,125.0
PIE,SGF,147.0
PIE,SWF,170.0
PIE,SYR,166.0
PIE,TOL,144.0
PIE,TRI,103.0
PIE,TUL,151.0
PIE,TVC,174.0
PIE,TYS,100.0
PIE,USA,98.0
PIE,XNA,147.0
PIH,SLC,59.0
PIR,DEN,98.0
PIT,ATL,110.0
PIT,AUS,200.0
PIT,BNA,100.0
PIT,BOS,105.0
PIT,BWI,70.0
PIT,CLT,94.0
PIT,DAL,175.0
PIT,DCA,71.0
PIT,DEN,212.0
PIT,DFW,189.0
PIT,DTW,71.0
PIT,EWR,91.0
PIT,EYW,167.0
PIT,FLL,165.0
PIT,HOU,190.0
PIT,IAD,71.0
PIT,IAH,197.0
PIT,JAX,120.0
PIT,JFK,97.0
PIT,LAS,285.0
PIT,LAX,308.0
PIT,LGA,88.0
PIT,MCO,145.0
PIT,MDW,90.0
PIT,MIA,168.0
PIT,MLB,134.0
PIT,MSP,140.0
PIT,MYR,87.0
PIT,ORD,109.0
PIT,PBI,163.0
PIT,PGD,152.0
PIT,PHL,75.0
PIT,PHX,275.0
PIT,PIE,142.0
PIT,RDU,82.0
PIT,RSW,155.0
PIT,SAN,300.0
PIT,SAV,103.0
PIT,SDF,89.0
PIT,SEA,325.0
PIT,SFB,132.0
PIT,SFO,336.0
PIT,SLC,264.0
PIT,SRQ,150.0
PIT,STL,105.0
PIT,TPA,145.0
PIT,VPS,132.0
PLN,DTW,72.0
PLN,ORD,82.0
PNS,ATL,75.0
PNS,AUS,115.0
PNS,BNA,90.0
PNS,CLT,108.0
PNS,DAL,115.0
PNS,DCA,141.0
PNS,DEN,205.0
PNS,DFW,128.0
PNS,DTW,140.5
PNS,FLL,107.0
PNS,HOU,105.0
PNS,IAH,110.5
PNS,MCI,125.0
PNS,MCO,93.0
PNS,MDW,135.0
PNS,MIA,104.0
PNS,ORD,158.0
PNS,PHL,154.0
PNS,STL,110.0
PPG,HNL,330.0
PQI,BOS,97.0
PRC,DEN,115.0
PRC,LAX,91.0
PSC,AZA,152.0
PSC,BUR,168.0
PSC,DEN,150.0
PSC,LAS,132.0
PSC,LAX,165.0
PSC,MSP,181.0
PSC,PHX,165.0
PSC,SEA,73.0
PSC,SFO,131.0
PSC,SLC,104.0
PSE,JFK,240.0
PSE,MCO,191.0
PSG,JNU,47.0
PSG,WRG,27.0
PSM,PGD,214.0
PSM,PIE,198.0
PSM,SFB,192.0
PSM,SRQ,206.0
PSP,ATL,242.0
PSP,AUS,170.0
PSP,BLI,175.0
PSP,BOI,127.5
PSP,CLT,278.0
PSP,DAL,160.0
PSP,DEN,131.0
PSP,DFW,174.0
PSP,EWR,301.0
PSP,IAD,279.0
PSP,IAH,186.5
PSP,JFK,315.0
PSP,LAS,65.0
PSP,LAX,64.0
PSP,MDW,230.0
PSP,MSP,204.0
PSP,OAK,90.0
PSP,ORD,238.0
PSP,PDX,156.0
PSP,PHX,75.0
PSP,SEA,177.0
PSP,SFO,101.0
PSP,SJC,90.0
PSP,SLC,108.0
PSP,SMF,95.0
PSP,STS,110.0
PVD,ATL,167.0
PVD,BNA,155.0
PVD,BWI,85.0
PVD,CLT,137.0
PVD,DAL,230.0
PVD,DCA,96.0
PVD,DEN,270.0
PVD,DTW,128.0
PVD,EWR,81.0
PVD,FLL,194.0
PVD,IAD,100.0
PVD,JFK,63.0
PVD,MCO,183.0
PVD,MDW,150.0
PVD,MSP,184.0
PVD,ORD,175.0
PVD,PBI,189.0
PVD,PGD,200.0
PVD,PHL,81.0
PVD,RSW,205.0
PVD,SJU,228.0
PVD,TPA,190.0
PVU,AUS,160.0
PVU,AZA,100.0
PVU,BNA,204.0
PVU,DFW,163.0
PVU,HOU,180.0
PVU,LAS,101.0
PVU,MDW,189.0
PVU,PDX,124.0
PVU,PHX,104.0
PVU,SAN,120.0
PVU,SFB,261.0
PVU,SNA,111.0
PWM,ATL,177.0
PWM,BNA,165.0
PWM,BWI,95.0
PWM,CLT,154.0
PWM,DCA,112.0
PWM,DEN,278.0
PWM,DFW,252.0
PWM,DTW,131.0
PWM,EWR,100.0
PWM,IAD,114.0
PWM,IAH,275.0
PWM,JFK,83.0
PWM,LGA,87.0
PWM,MCO,212.0
PWM,MDW,155.0
PWM,MSP,185.0
PWM,ORD,177.0
PWM,PHL,98.0
PWM,TPA,232.0
RAP,ATL,182.0
RAP,AZA,143.0
RAP,CLT,204.0
RAP,DEN,94.0
RAP,DFW,141.0
RAP,LAS,142.0
RAP,LAX,186.0
RAP,MSP,101.0
RAP,ORD,141.0
RAP,SFB,230.0
RDD,DEN,155.0
RDD,LAX,109.0
RDD,SEA,106.0
RDD,SFO,72.0
RDM,BUR,153.0
RDM,DEN,147.0
RDM,DFW,213.0
RDM,LAX,141.0
RDM,PDX,59.0
RDM,PHX,148.0
RDM,SAN,145.0
RDM,SEA,82.0
RDM,SFO,107.0
RDM,SLC,106.0
RDU,ATL,92.0
RDU,AUS,200.0
RDU,BNA,100.0
RDU,BOS,123.0
RDU,BUF,102.0
RDU,BWI,70.0
RDU,CLE,100.0
RDU,CLT,70.0
RDU,CVG,104.0
RDU,DAL,175.0
RDU,DCA,77.0
RDU,DEN,234.0
RDU,DFW,194.0
RDU,DTW,110.0
RDU,EWR,100.0
RDU,FLL,128.0
RDU,HOU,180.0
RDU,IAD,72.0
RDU,IAH,188.0
RDU,IND,113.0
RDU,JFK,105.0
RDU,LAS,299.0
RDU,LAX,330.0
RDU,LGA,99.0
RDU,MCI,150.0
RDU,MCO,112.0
RDU,MDW,120.0
RDU,MIA,131.0
RDU,MSP,173.0
RDU,MSY,131.0
RDU,ORD,145.0
RDU,PHL,88.0
RDU,PHX,295.0
RDU,PIT,86.0
RDU,SDF,95.0
RDU,SEA,355.0
RDU,SFO,365.0
RDU,SJU,206.0
RDU,SLC,278.0
RDU,STL,130.0
RDU,SYR,106.0
RDU,TPA,115.0
RFD,AZA,213.0
RFD,BNA,89.0
RFD,LAS,221.0
RFD,PGD,173.0
RFD,PIE,154.0
RFD,SFB,154.0
RFD,SRQ,159.0
RHI,MSP,71.0
RHI,ORD,77.0
RIC,ATL,110.0
RIC,BNA,110.0
RIC,BOS,104.0
RIC,BWI,55.0
RIC,CLT,86.0
RIC,DEN,240.0
RIC,DFW,205.0
RIC,DTW,111.0
RIC,EWR,96.0
RIC,FLL,148.0
RIC,IAD,61.0
RIC,IAH,213.0
RIC,JFK,91.0
RIC,LGA,79.0
RIC,MCO,131.0
RIC,MDW,122.5
RIC,MIA,148.0
RIC,MSP,190.0
RIC,ORD,141.0
RIC,PGD,144.0
RIC,PHL,70.0
RIC,PIE,132.0
RIC,SFB,123.0
RIW,DEN,83.0
RKS,DEN,82.0
RNO,ATL,260.0
RNO,AUS,205.0
RNO,BUR,80.0
RNO,DAL,190.0
RNO,DEN,136.0
RNO,DFW,197.0
RNO,EWR,312.0
RNO,IAH,221.0
RNO,JFK,311.0
RNO,LAS,85.0
RNO,LAX,104.0
RNO,LGB,90.0
RNO,MDW,225.0
RNO,MSP,195.0
RNO,OAK,65.0
RNO,ORD,237.0
RNO,PDX,99.0
RNO,PHX,109.0
RNO,SAN,95.0
RNO,SEA,122.0
RNO,SFO,84.0
RNO,SJC,65.0
RNO,SLC,92.0
ROA,ATL,90.0
ROA,LGA,100.0
ROA,ORD,130.0
ROA,PIE,117.0
ROA,SFB,105.0
ROA,SRQ,123.0
ROC,ATL,139.0
ROC,BWI,75.0
ROC,CLT,122.0
ROC,DCA,83.0
ROC,DTW,83.0
ROC,EWR,81.0
ROC,FLL,190.0
ROC,IAD,84.0
ROC,JFK,84.0
ROC,LAS,300.0
ROC,LGA,78.0
ROC,MCO,173.0
ROC,MDW,110.0
ROC,MIA,209.0
ROC,MYR,113.0
ROC,ORD,127.0
ROC,PGD,186.0
ROC,RSW,185.0
ROC,TPA,170.0
ROW,DFW,98.0
RST,MSP,56.0
RST,ORD,85.0
RSW,ABE,167.0
RSW,ACY,150.0
RSW,ALB,185.0
RSW,ATL,109.0
RSW,ATW,199.0
RSW,BDL,176.0
RSW,BNA,130.0
RSW,BOS,192.0
RSW,BUF,180.0
RSW,BWI,145.0
RSW,CLE,169.0
RSW,CLT,122.0
RSW,CMH,145.0
RSW,CVG,147.0
RSW,DAL,180.0
RSW,DCA,148.0
RSW,DEN,260.0
RSW,DFW,187.0
RSW,DSM,199.0
RSW,DTW,175.0
RSW,EWR,175.0
RSW,GRR,185.0
RSW,HOU,150.0
RSW,HPN,177.0
RSW,IAD,147.0
RSW,IAH,164.0
RSW,IND,155.0
RSW,ISP,179.0
RSW,JFK,172.0
RSW,LAX,351.0
RSW,LGA,169.0
RSW,MCI,190.0
RSW,MCO,55.0
RSW,MDW,175.0
RSW,MHT,191.0
RSW,MKE,185.0
RSW,MSP,220.0
RSW,ORD,196.0
RSW,ORH,180.0
RSW,PHL,164.0
RSW,PHX,292.0
RSW,PIT,150.0
RSW,PVD,175.0
RSW,ROC,180.0
RSW,SDF,147.5
RSW,SEA,397.0
RSW,SFO,379.0
RSW,SLC,304.0
RSW,STL,160.0
RSW,TTN,169.0
SAF,DEN,90.0
SAF,DFW,111.0
SAF,IAH,138.0
SAF,LAX,138.0
SAF,ORD,178.0
SAF,PHX,92.0
SAN,ABQ,110.0
SAN,ANC,346.0
SAN,ATL,257.0
SAN,AUS,175.0
SAN,BLI,175.0
SAN,BNA,240.0
SAN,BOI,140.0
SAN,BOS,343.0
SAN,BWI,300.0
SAN,BZN,170.0
SAN,CLT,284.0
SAN,CMH,260.0
SAN,COS,140.0
SAN,DAL,180.0
SAN,DCA,310.0
SAN,DEN,148.0
